Facility Number,School Type,Facility Name,Facility Address,County,Tdap/Td,Meningococcal,Hepatitis A,Hepatitis B,MMR,Polio,Varicella
9100905000,Public ISD,HARDIN-JEFFERSON ISD,"P O BOX 490, SOUR LAKE, TX, .",Hardin,95.9090909090909%,95.9090909090909%,96.8181818181818%,96.8181818181818%,96.8181818181818%,96.8181818181818%,96.8181818181818%
9015904000,Public ISD,HARLANDALE ISD,"102 GENEVIEVE ST, SAN ANTONIO, TX, .",Bexar,98.5981308411215%,98.8317757009346%,98.5981308411215%,99.5327102803738%,99.6495327102804%,99.4158878504673%,99.1822429906542%
9102905000,Public ISD,HARLETON ISD,"P O BOX 510, HARLETON, TX, .",Harrison,100%,100%,100%,100%,100%,100%,100%
9031903000,Public ISD,HARLINGEN CISD,"407 N 77 SUNSHINE STRIP, HARLINGEN, TX, .",Cameron,99.6326230712711%,99.6326230712711%,99.4856722997796%,99.7060984570169%,99.7060984570169%,99.7060984570169%,99.6326230712711%
9230905000,Public ISD,HARMONY ISD,"9788 STATE HWY 154 W, BIG SANDY, TX, .",Upshur,91.8604651162791%,91.8604651162791%,97.6744186046512%,97.6744186046512%,97.6744186046512%,97.6744186046512%,97.6744186046512%
9227816000,Public ISD,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,"9601 Amberglen Blvd Ste 119, AUSTIN, TX, .",Travis,94.9720670391062%,94.9720670391062%,96.6480446927374%,96.927374301676%,97.2067039106145%,97.2067039106145%,96.6480446927374%
9101858000,Public ISD,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,"3203 N Sam Houston Pwky W, HOUSTON, TX, .",Harris,97.0238095238095%,96.7261904761905%,98.0654761904762%,97.7678571428571%,98.0654761904762%,98.3630952380952%,97.3214285714286%
9101846000,Public ISD,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,"13522 W Airport Blvd, SUGARLAND, TX, .",Harris,97.5%,97.5%,98.0555555555556%,97.7777777777778%,98.3333333333333%,98.0555555555556%,97.2222222222222%
9101862000,Public ISD,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,"13522 W Airport Blvd, SUGARLAND, TX, .",Harris,98.5416666666667%,98.5416666666667%,98.5416666666667%,98.9583333333333%,98.9583333333333%,98.75%,97.5%
9161807000,Public ISD,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,"12055 Forestgate Dr Ste 110, DALLAS, TX, .",Mclennan,94.3589743589744%,94.4615384615385%,96%,97.2307692307692%,96.9230769230769%,96.5128205128205%,95.3846153846154%
9015828000,Public ISD,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,"6812 Alamo Downs Pkwy, SAN ANTONIO, TX, .",Bexar,97.7130977130977%,97.9209979209979%,97.9209979209979%,98.5446985446986%,98.5446985446986%,98.3367983367983%,97.5051975051975%
9071806000,Public ISD,HARMONY PUBLIC SCHOOLS - WEST TEXAS,"5250 Fairbanks Dr, EL PASO, TX, .",El Paso,98.3208955223881%,98.3208955223881%,97.9477611940299%,98.8805970149254%,99.0671641791045%,98.6940298507463%,97.3880597014925%
9086902000,Public ISD,HARPER ISD,"P O BOX 68, HARPER, TX, .",Gillespie,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%
9035902000,Public ISD,HART ISD,"P O BOX 490, HART, TX, .",Castro,100%,100%,100%,100%,100%,100%,100%
9103902000,Public ISD,HARTLEY ISD,"P O BOX 408, HARTLEY, TX, .",Hartley,100%,100%,100%,100%,100%,100%,100%
9225907000,Public ISD,HARTS BLUFF ISD,"3506 FM 1402, MOUNT PLEASANT, TX, .",Titus,100%,100%,98.3606557377049%,100%,100%,98.3606557377049%,98.3606557377049%
9104901000,Public ISD,HASKELL CISD,"P O BOX 937, HASKELL, TX, .",Haskell,94.8717948717949%,92.3076923076923%,92.3076923076923%,94.8717948717949%,94.8717948717949%,94.8717948717949%,94.8717948717949%
9250902000,Public ISD,HAWKINS ISD,"P O BOX 1430, HAWKINS, TX, .",Wood,96.2962962962963%,96.2962962962963%,100%,100%,100%,100%,100%
9127904000,Public ISD,HAWLEY ISD,"P O BOX 440, HAWLEY, TX, .",Jones,93.939393939394%,93.939393939394%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%
9105906000,Public ISD,HAYS CISD,"21003 INTERSTATE 35, KYLE, TX, .",Hays,97.1725331794576%,96.8263127524524%,97.6918638199654%,97.6341604154645%,97.4033467974611%,97.5187536064628%,97.2879399884593%
9198905000,Public ISD,HEARNE ISD,"900 WHEELOCK ST, HEARNE, TX, .",Robertson,98.0769230769231%,100%,98.0769230769231%,100%,100%,96.1538461538462%,100%
9065902000,Public ISD,HEDLEY ISD,"P O BOX 69, HEDLEY, TX, .",Donley,80%,100%,100%,100%,100%,100%,100%
9202903000,Public ISD,HEMPHILL ISD,"P O BOX 1950, HEMPHILL, TX, .",Sabine,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%
9237902000,Public ISD,HEMPSTEAD ISD,"P O BOX 1007, HEMPSTEAD, TX, .",Waller,95.8762886597938%,97.9381443298969%,96.9072164948454%,95.8762886597938%,96.9072164948454%,95.8762886597938%,96.9072164948454%
9201902000,Public ISD,HENDERSON ISD,"P O BOX 728, HENDERSON, TX, .",Rusk,59.5744680851064%,59.1489361702128%,97.8723404255319%,98.2978723404255%,98.2978723404255%,98.7234042553192%,98.7234042553192%
9039902000,Public ISD,HENRIETTA ISD,"1801 E CRAFTON, HENRIETTA, TX, .",Clay,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%
9059901000,Public ISD,HEREFORD ISD,"601 N 25 MILE AVE, HEREFORD, TX, .",Deaf Smith,100%,100%,100%,100%,100%,100%,100%
9015815000,Public ISD,HERITAGE ACADEMY,"6013 FOUNTAINWOOD DR, San Antonio, TX, .",Bexar,92.6829268292683%,93.9024390243902%,95.1219512195122%,100%,100%,100%,93.9024390243902%
9208901000,Public ISD,HERMLEIGH ISD,"8010 BUSINESS 84H, HERMLEIGH, TX, .",Scurry,88.4615384615385%,92.3076923076923%,100%,100%,100%,100%,100%
9097903000,Public ISD,HICO ISD,"P O BOX 218, HICO, TX, .",Hamilton,88.0952380952381%,88.0952380952381%,88.0952380952381%,88.0952380952381%,88.0952380952381%,88.0952380952381%,88.0952380952381%
9108905000,Public ISD,HIDALGO ISD,"P O BOX 8220, HIDALGO, TX, .",Hidalgo,99.4186046511628%,100%,96.5116279069768%,100%,100%,99.4186046511628%,98.8372093023256%
9084903000,Public ISD,HIGH ISLAND ISD,"P O BOX 246, HIGH ISLAND, TX, .",Galveston,21.4285714285714%,14.2857142857143%,100%,100%,100%,100%,100%
9177905000,Public ISD,HIGHLAND ISD,"6625 FM 608, ROSCOE, TX, .",Nolan,81.25%,81.25%,81.25%,81.25%,81.25%,81.25%,81.25%
9057911000,Public ISD,HIGHLAND PARK ISD,"7015 WESTCHESTER DR, DALLAS, TX, .",Dallas,87.9385964912281%,88.3771929824561%,96.4912280701754%,97.1491228070175%,96.4912280701754%,96.9298245614035%,96.2719298245614%
9188903000,Public ISD,HIGHLAND PARK ISD,"P O BOX 30430, AMARILLO, TX, .",Potter,98.4126984126984%,98.4126984126984%,98.4126984126984%,98.4126984126984%,98.4126984126984%,98.4126984126984%,98.4126984126984%
9109904000,Public ISD,HILLSBORO ISD,"121 E FRANKLIN ST, HILLSBORO, TX, .",Hill,96.551724137931%,96.551724137931%,97.2413793103448%,98.6206896551724%,98.6206896551724%,98.6206896551724%,97.9310344827586%
9084908000,Public ISD,HITCHCOCK ISD,"7801 NEVILLE AVENUE BUILDING B, HITCHCOCK, TX, .",Galveston,98.4251968503937%,98.4251968503937%,99.2125984251969%,99.2125984251969%,99.2125984251969%,99.2125984251969%,99.2125984251969%
9014905000,Public ISD,HOLLAND ISD,"P O BOX 217, HOLLAND, TX, .",Bell,93.3333333333333%,93.3333333333333%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%
9005902000,Public ISD,HOLLIDAY ISD,"P O BOX 689, HOLLIDAY, TX, .",Archer,97.5609756097561%,97.5609756097561%,97.5609756097561%,97.5609756097561%,97.5609756097561%,97.5609756097561%,97.5609756097561%
9163904000,Public ISD,HONDO ISD,"P O BOX 308, HONDO, TX, .",Medina,98.5401459854015%,98.5401459854015%,97.8102189781022%,98.5401459854015%,98.5401459854015%,96.3503649635036%,98.5401459854015%
9074907000,Public ISD,HONEY GROVE ISD,"1206 N SEVENTEENTH ST, HONEY GROVE, TX, .",Fannin,90.3846153846154%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%
9019902000,Public ISD,HOOKS ISD,"100 E 5TH ST, HOOKS, TX, .",Bowie,98.6486486486487%,98.6486486486487%,98.6486486486487%,100%,98.6486486486487%,98.6486486486487%,98.6486486486487%
9108802000,Public ISD,HORIZON MONTESSORI PUBLIC SCHOOLS,"2402 E BUSINESS HWY 83, WESLACO, TX, .",Hidalgo,100%,100%,100%,100%,100%,100%,100%
9101912000,Public ISD,HOUSTON ISD,"4400 W 18TH ST, HOUSTON, TX, .",Harris,78.8772109715458%,76.8093651200547%,93.4888490130736%,93.8220968982312%,93.924634709049%,93.2837733914381%,92.5660087157139%
9091905000,Public ISD,HOWE ISD,"105 W TUTT ST, HOWE, TX, .",Grayson,94.7916666666667%,94.7916666666667%,92.7083333333333%,94.7916666666667%,94.7916666666667%,94.7916666666667%,93.75%
9109905000,Public ISD,HUBBARD ISD,"P O BOX 218, HUBBARD, TX, .",Hill,87.0967741935484%,87.0967741935484%,93.5483870967742%,96.7741935483871%,93.5483870967742%,93.5483870967742%,96.7741935483871%
9072908000,Public ISD,HUCKABAY ISD,"200 COUNTY RD 421, STEPHENVILLE, TX, .",Erath,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%
9003902000,Public ISD,HUDSON ISD,"6735 TED TROUT DR, LUFKIN, TX, .",Angelina,94.9074074074074%,95.8333333333333%,97.6851851851852%,98.1481481481481%,98.1481481481481%,98.1481481481481%,98.1481481481481%
9101925000,Public ISD,HUFFMAN ISD,"P O BOX 2390, HUFFMAN, TX, .",Harris,95.364238410596%,95.364238410596%,97.682119205298%,98.0132450331126%,98.0132450331126%,98.0132450331126%,98.0132450331126%
9034903000,Public ISD,HUGHES SPRINGS ISD,"871 TAYLOR ST, HUGHES SPRINGS, TX, .",Cass,98.876404494382%,98.876404494382%,98.876404494382%,98.876404494382%,98.876404494382%,98.876404494382%,98.876404494382%
9146905000,Public ISD,HULL-DAISETTA ISD,"P O BOX 477, DAISETTA, TX, .",Liberty,89.1891891891892%,86.4864864864865%,94.5945945945946%,97.2972972972973%,97.2972972972973%,97.2972972972973%,97.2972972972973%
9101913000,Public ISD,HUMBLE ISD,"10203 BIRCHRIDGE DR, HUMBLE, TX, .",Harris,93.8100320170758%,93.7033084311633%,97.9722518676628%,98.2924226254002%,97.9989327641409%,97.9722518676628%,97.8388473852722%
9133902000,Public ISD,HUNT ISD,"P O BOX 259, HUNT, TX, .",Kerr,68.75%,68.75%,81.25%,81.25%,75%,75%,81.25%
9003904000,Public ISD,HUNTINGTON ISD,"P O BOX 328, HUNTINGTON, TX, .",Angelina,73.4375%,70.3125%,95.3125%,96.09375%,96.09375%,96.09375%,96.09375%
9236902000,Public ISD,HUNTSVILLE ISD,"441 FM 2821 E, HUNTSVILLE, TX, .",Walker,96.7672413793103%,96.551724137931%,96.7672413793103%,96.7672413793103%,96.551724137931%,96.7672413793103%,96.7672413793103%
9220916000,Public ISD,HURST-EULESS-BEDFORD ISD,"1849A CENTRAL DR, BEDFORD, TX, .",Tarrant,95.2615384615385%,95.5076923076923%,95.3846153846154%,95.4461538461538%,95.8153846153846%,96.1846153846154%,95.5076923076923%
9246906000,Public ISD,HUTTO ISD,"200 COLLEGE ST, HUTTO, TX, .",Williamson,96.3215258855586%,96.4577656675749%,98.0926430517711%,98.6376021798365%,98.6376021798365%,98.5013623978202%,98.5013623978202%
7220129001,Private School,Harvest Christian Academy,"225 Keller Parkway, Keller, TX, .",Tarrant,60%,60%,90%,90%,90%,90%,95%
7061410001,Private School,Harvest Christian Academy - Lantana Camp,"2200 East Jeter Road, Bartonville, TX, .",Denton,66.6666666666667%,66.6666666666667%,73.3333333333333%,73.3333333333333%,73.3333333333333%,73.3333333333333%,73.3333333333333%
7227133001,Private School,Headwaters School,"801 Rio Grande St, Austin, TX, .",Travis,97.6190476190476%,97.6190476190476%,95.2380952380952%,92.8571428571429%,95.2380952380952%,97.6190476190476%,97.6190476190476%
7220430001,Private School,Heritage Christian Academy,"1200 FM 156, Haslet, TX, .",Tarrant,77.7777777777778%,77.7777777777778%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
7199118001,Private School,Heritage Christian Academy,"1408 S. Goliad Street, Rockwall, TX, .",Rockwall,87.0967741935484%,80.6451612903226%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%
7227121001,Private School,Hill Country Christian School of Austin,"12124 Ranch Road 620 North, Austin, TX, .",Travis,95.0819672131148%,93.4426229508197%,96.7213114754098%,96.7213114754098%,96.7213114754098%,96.7213114754098%,95.0819672131148%
7220185101,Private School,Hill School of Fort Worth,"4817 Odessa Ave, Fort Worth, TX, .",Tarrant,87.5%,87.5%,100%,100%,100%,100%,100%
7165180001,Private School,Hillcrest School,"2800 North A Street, Midland, TX, .",Midland,100%,90.9090909090909%,100%,100%,100%,100%,100%
7188100001,Private School,Holy Cross Catholic Academy,"4110 S Bonham St, Amarillo, TX, .",Potter,100%,100%,100%,100%,100%,100%,100%
7126120001,Private School,Holy Cross Christian Academy,"1233 Tarver Rd, Burleson, TX, .",Johnson,75%,75%,93.75%,93.75%,87.5%,87.5%,87.5%
7015100005,Private School,Holy Cross of San Antonio,"426 North San Felipe St., San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7057100104,Private School,Holy Family Academy,"2323 Cheyenne, IRVING, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7101100042,Private School,Holy Family Catholic School,"2601 Ursuline Ave, Galveston, TX, .",Galveston,100%,100%,100%,100%,100%,100%,100%
7227100120,Private School,Holy Family Catholic School Austin,"9400 Neenah Ave, Austin, TX, .",Travis,98.1481481481481%,98.1481481481481%,98.1481481481481%,98.1481481481481%,98.1481481481481%,98.1481481481481%,98.1481481481481%
7220100102,Private School,Holy Family Catholic School Fort Worth,"6146 Pershing Avenue, Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7101100108,Private School,Holy Ghost Catholic School,"6920 Chimney Rock, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7015100104,Private School,Holy Name Catholic School,"3814 Nash Blvd, San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7101100111,Private School,Holy Rosary Catholic School,"1426 George Street, Rosenburg, TX, .",Fort Bend,100%,100%,100%,100%,100%,100%,100%
7015100106,Private School,Holy Spirit Catholic School - San Antoni,"770 W Ramsey Rd, San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7057100105,Private School,Holy Trinity Catholic School - Dallas,"3815 Oak Lawn Ave, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7220100115,Private School,Holy Trinity Catholic School Grapevine,"3750 William D Tate Ave, Grapevine, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7043450001,Private School,Hope Christian Academy,"2620 County Road 1106, Anna, TX, .",Collin,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%
7101221001,Private School,Humble Christian School,"16202 Old Humble Rd, Humble, TX, .",Harris,83.3333333333333%,83.3333333333333%,91.6666666666667%,87.5%,91.6666666666667%,91.6666666666667%,91.6666666666667%
7227111001,Private School,Hyde Park Schools,"3901 Speedway  PO Box 4486, Austin, TX, .",Travis,93.421052631579%,93.421052631579%,96.0526315789474%,93.421052631579%,94.7368421052632%,96.0526315789474%,93.421052631579%
7057262032,Private School,IANT Quranic Academy,"840 Abrams Road, Richardson, TX, .",Dallas,90.9090909090909%,90.9090909090909%,90.9090909090909%,95.4545454545455%,95.4545454545455%,95.4545454545455%,90.9090909090909%
9152910000,Public ISD,IDALOU ISD,"601 S WALNUT, IDALOU, TX, .",Lubbock,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%
9108807000,Public ISD,IDEA PUBLIC SCHOOLS,"2115 W PIKE BLVD, WESLACO, TX, .",Hidalgo,96.6822566501023%,96.6384098216896%,98.5384390529085%,98.6699795381468%,98.4945922244958%,98.3630517392575%,98.0122771119556%
9043801000,Public ISD,IMAGINE INTERNATIONAL ACADEMY OF NORTH T,"MCKINNEY, TX, .",Collin,NR,NR,NR,NR,NR,NR,NR
9120905000,Public ISD,INDUSTRIAL ISD,"P O BOX 369, VANDERBILT, TX, .",Jackson,97.6744186046512%,97.6744186046512%,98.8372093023256%,98.8372093023256%,98.8372093023256%,98.8372093023256%,98.8372093023256%
9205903000,Public ISD,INGLESIDE ISD,"P O BOX 1320, INGLESIDE, TX, .",San Patricio,96.7948717948718%,96.7948717948718%,96.7948717948718%,98.0769230769231%,98.0769230769231%,98.0769230769231%,96.7948717948718%
9133904000,Public ISD,INGRAM ISD,"644 HWY 39, INGRAM, TX, .",Kerr,91.3978494623656%,93.5483870967742%,94.6236559139785%,95.6989247311828%,94.6236559139785%,95.6989247311828%,93.5483870967742%
9015808000,Public ISD,INSPIRE ACADEMIES,"10325 BANDERA RD, SAN ANTONIO, TX, .",Bexar,89.0909090909091%,90.9090909090909%,92.7272727272727%,92.7272727272727%,92.7272727272727%,92.7272727272727%,92.7272727272727%
9057830000,Public ISD,INSPIRED VISION ACADEMY,"8225 BRUTON RD, DALLAS, TX, .",Dallas,99.1596638655462%,99.1596638655462%,98.3193277310924%,99.1596638655462%,100%,99.1596638655462%,99.1596638655462%
9093903000,Public ISD,IOLA ISD,"P O BOX 159, IOLA, TX, .",Grimes,95.6521739130435%,95.6521739130435%,95.6521739130435%,95.6521739130435%,95.6521739130435%,95.6521739130435%,95.6521739130435%
9243903000,Public ISD,IOWA PARK CISD,"P O BOX 898, IOWA PARK, TX, .",Wichita,97.972972972973%,97.972972972973%,98.6486486486487%,98.6486486486487%,98.6486486486487%,98.6486486486487%,97.972972972973%
9208903000,Public ISD,IRA ISD,"6190 W FM 1606, IRA, TX, .",Scurry,90.4761904761905%,90.4761904761905%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%
9186903000,Public ISD,IRAAN-SHEFFIELD COLLEGIATE ISD,"P O BOX 486, IRAAN, TX, .",Pecos,96.4285714285714%,96.4285714285714%,100%,100%,100%,100%,100%
9018906000,Public ISD,IREDELL ISD,"P O BOX 39, IREDELL, TX, .",Bosque,77.7777777777778%,77.7777777777778%,77.7777777777778%,77.7777777777778%,77.7777777777778%,77.7777777777778%,77.7777777777778%
9118902000,Public ISD,IRION COUNTY ISD,"P O BOX 469, MERTZON, TX, .",Irion,96%,96%,96%,96%,92%,92%,92%
9057912000,Public ISD,IRVING ISD,"P O BOX 152637, IRVING, TX, .",Dallas,97.4358974358975%,99.1452991452992%,96.7236467236467%,98.5280151946819%,99.4776828110161%,98.0531813865147%,97.4358974358975%
9070907000,Public ISD,ITALY ISD,"300 S COLLEGE, ITALY, TX, .",Ellis,100%,100%,100%,100%,100%,100%,100%
9109907000,Public ISD,ITASCA ISD,"123 N COLLEGE, ITASCA, TX, .",Hill,93.5483870967742%,93.5483870967742%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%
7101299001,Private School,Iman Academy Southwest,"6240 Highway 6 South, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7220100116,Private School,Immaculate Conception Catholic School De,"2301 North Bonnie Brae, Denton, TX, .",Denton,100%,93.75%,100%,100%,93.75%,93.75%,93.75%
7057100106,Private School,Immaculate Conception School - Grand Pra,"400 N. E. 17TH ST, Grand Prairie, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7071187001,Private School,Immanuel Christian School,"1201 Hawkins Blvd, El Paso, TX, .",El Paso,41.6666666666667%,38.8888888888889%,100%,100%,91.6666666666667%,100%,100%
7144151101,Private School,Immanuel Lutheran School Giddings,"382 N Grimes, Giddings, TX, .",Lee,100%,100%,100%,100%,100%,100%,100%
7178100041,Private School,Incarnate Word Academy Middle School,"2917 Austin ST, Corpus Christi, TX, .",Nueces,100%,100%,100%,100%,100%,100%,100%
7101580001,Private School,"Institute for Girls Education, Inc. DBA","9902 Long Point Road, Houston, TX, .",Harris,73.9130434782609%,78.2608695652174%,91.3043478260869%,91.3043478260869%,91.3043478260869%,91.3043478260869%,91.3043478260869%
7227135001,Private School,International School of Texas,"4402 Hudson Bend, Austin, TX, .",Travis,100%,92.8571428571429%,92.8571428571429%,92.8571428571429%,100%,100%,92.8571428571429%
7057290001,Private School,Islamic School of Irving,"2555 Esters Rd, Irving, TX, .",Dallas,97.0588235294118%,97.0588235294118%,95.5882352941177%,95.5882352941177%,95.5882352941177%,95.5882352941177%,95.5882352941177%
9119902000,Public ISD,JACKSBORO ISD,"750 W BELKNAP, JACKSBORO, TX, .",Jack,95.6989247311828%,94.6236559139785%,97.8494623655914%,100%,97.8494623655914%,97.8494623655914%,97.8494623655914%
9037904000,Public ISD,JACKSONVILLE ISD,"P O BOX 631, JACKSONVILLE, TX, .",Cherokee,99.7014925373134%,99.7014925373134%,99.7014925373134%,100%,100%,100%,100%
